"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","CZ","Czechia",14412.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","DE","Germany",43471.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","DK","Denmark",5143.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EE","Estonia",211.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EL","Greece",302.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","ES","Spain",20816.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EU27_21","EU (without UK)",137309.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EU27_UK_21","EU (with UK until 2019)",137309.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EUEEA30_21","EU/EEA (without UK)",140443.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",140443.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","FI","Finland",2462.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","FR","France",9095.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","HR","Croatia",1467.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","HU","Hungary",5050.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IE","Ireland",3617.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IS","Iceland",104.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IT","Italy",1539.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LI","Liechtenstein",50.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LT","Lithuania",497.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LU","Luxembourg",912.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LV","Latvia",172.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","MT","Malta",372.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","NL","Netherlands",3030.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","NO","Norway",2980.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","PL","Poland",528.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","PT","Portugal",868.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","RO","Romania",525.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SE","Sweden",5165.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SI","Slovenia",938.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SK","Slovakia",4777.000000000,""
